,Address,Neighborhood,Bedrooms,Bathrooms,Square Meters,Building Age,Garden,Garage,Floors,Property Type,Heating Type,Balcony,Interior Style,View,Materials,Building Status,Price
881,27 King's Road,Shoreditch,2,3,-1.389469916,0.48302743231451234,1,1,3,1,3,2,3,1,2,0,-1.230852957
882,6 Baker Street,Kensington,2,2,1.5401924269790885,-0.377370559,1,1,1,0,1,0,1,1,0,2,1.3499989538191264
883,111 Regent Street,Notting Hill,3,2,0.7991601872635054,1.0336821467450217,1,0,2,1,1,0,3,2,3,1,1.4736375177327563
884,46 Park Lane,Camden,1,3,-0.648437676,-1.478679988,1,0,3,1,2,1,2,4,3,1,-0.437823987
885,167 Fleet Street,Westminster,3,3,-0.441637982,1.5499209415236241,0,0,3,0,2,2,0,1,3,0,-0.401415197
886,26 King's Road,Kensington,2,3,0.2132277186511838,0.48302743231451234,0,1,2,1,2,0,0,3,0,0,1.4076465848185271
887,193 Fleet Street,Shoreditch,2,2,-0.924170603,-0.859193434,1,0,3,2,3,0,1,1,3,0,-1.133231887
888,53 Regent Street,Kensington,5,2,-0.838004063,-1.203352631,0,1,2,2,0,0,0,3,3,0,-0.347713368
889,165 Oxford Street,Notting Hill,4,3,0.9887265741674918,-0.515034238,0,1,2,1,2,1,1,0,3,0,1.6738858658862792
890,117 King's Road,Notting Hill,4,3,-0.631204368,1.618752780827438,1,1,1,2,2,0,2,0,2,1,-0.448747762
891,92 Fleet Street,Marylebone,1,1,0.4717273371566198,0.7927707091816738,1,1,1,1,0,1,0,4,1,2,0.9263678844268214
892,84 Park Lane,Shoreditch,2,3,-0.355471442,-0.30853872,1,0,3,1,1,2,0,0,2,1,-0.479921651
893,142 Fleet Street,Marylebone,2,1,0.6612937240606062,-0.790361595,0,0,1,2,0,1,2,2,3,1,0.4723957769651414
894,179 Fleet Street,Westminster,4,1,1.4023259637761893,1.4466731825679038,1,0,1,1,0,0,2,0,3,0,2.6364432666696906
895,171 Oxford Street,Kensington,2,1,-0.941403911,-0.687113836,0,0,1,2,1,2,2,3,0,2,-0.451478422
896,120 Fleet Street,Greenwich,2,3,0.7646935714627806,0.9304343877893012,0,1,2,2,3,2,0,2,1,0,-0.328597616
897,157 Bond Street,Westminster,1,2,1.0404264978685789,0.345363754,0,0,3,1,2,1,0,2,1,2,2.2063644280217836
898,139 Camden High Street,Shoreditch,4,2,-0.7001376,-1.581927747,0,0,2,1,3,0,1,2,3,1,-0.730232087
899,50 Oxford Street,Marylebone,1,2,0.7302269556620558,-1.650759586,0,0,3,0,0,2,1,3,2,0,0.090103476
900,146 Bond Street,Shoreditch,4,3,-1.251603453,1.4466731825679038,0,0,3,2,3,0,3,2,3,1,-1.323468956
901,98 Camden High Street,Marylebone,3,2,0.868093419,0.7239388698778602,1,1,2,0,1,0,0,4,3,1,0.1811254523781989
902,33 Baker Street,Kensington,3,1,-0.596737753,1.3434254236121832,1,1,1,0,2,1,1,0,3,1,-0.437066229
903,105 Piccadilly Circus,Greenwich,2,2,1.471259195377639,0.10445231614353713,0,1,2,1,1,0,2,4,1,0,0.5793465992744093
904,144 Oxford Street,Camden,2,2,-0.717370908,1.4122572629159968,1,1,1,2,1,1,1,4,3,0,-0.816476547
905,117 Camden High Street,Camden,3,3,0.5578938766584318,1.0680980663969286,0,1,1,2,2,1,1,2,2,2,0.059154866182711326
906,42 Oxford Street,Chelsea,3,1,1.6780588901819877,0.345363754,0,1,1,2,2,1,3,3,3,1,2.4020616773536356
907,86 Bond Street,Westminster,2,1,-1.096503682,0.31094783405497817,1,0,3,1,0,2,1,4,0,2,-0.333148714
908,93 Bond Street,Notting Hill,3,3,-0.114205131,0.48302743231451234,0,1,1,1,0,0,3,3,3,1,0.5088045675385092
909,114 Baker Street,Chelsea,1,1,0.075361255,1.2401776646564626,1,0,3,2,3,2,3,0,2,1,0.7090529156920322
910,110 Bond Street,Camden,5,1,1.557425734879451,-1.031273032,1,1,2,0,0,2,1,4,0,1,0.272146291
911,63 Park Lane,Chelsea,5,1,-0.924170603,-0.30853872,1,0,3,1,0,0,0,1,1,1,0.090103476
912,164 Regent Street,Chelsea,5,2,-0.476104597,1.2745935843083696,1,1,1,2,2,0,0,0,3,0,0.1265122665181472
913,1 Regent Street,Shoreditch,1,3,-0.545037829,-1.168936711,0,1,3,2,1,0,1,2,2,0,-0.912959842
914,120 Bond Street,Kensington,2,3,1.5746590427798133,-1.168936711,1,1,2,2,3,2,0,0,0,2,2.0734712046542856
915,182 Bond Street,Islington,4,2,-0.0452719,0.41419559301069864,0,1,1,0,3,0,1,2,1,2,-0.756400905
916,24 King's Road,Shoreditch,4,1,0.5578938766584318,-0.583866077,0,1,2,0,3,0,1,1,1,1,-0.575874743
917,71 Fleet Street,Shoreditch,4,2,1.0748931136693038,0.9304343877893012,0,1,1,1,1,0,1,4,2,1,0.558866655
918,81 Bond Street,Kensington,3,2,0.8508601109645926,0.8960184681373944,1,1,3,1,0,1,1,4,2,1,2.207502202727201
919,96 Camden High Street,Greenwich,3,3,-1.11373699,1.5155050218717174,0,0,3,2,0,0,1,3,0,1,-1.320737159
920,33 Fleet Street,Islington,3,1,-0.321004826,0.4486115126626055,0,1,1,1,0,0,3,2,0,2,-0.305842122
921,110 Camden High Street,Camden,3,2,-1.303303377,-1.203352631,1,0,3,2,1,1,0,4,0,1,-1.218793683
922,132 Oxford Street,Kensington,3,3,-1.475636456,-0.652697916,0,1,1,1,2,1,3,2,3,1,-0.710889917
923,172 Strand,Shoreditch,4,2,-1.217136837,-1.031273032,1,1,3,0,2,2,2,0,3,0,-1.435273525
924,27 King's Road,Camden,5,1,0.6612937240606062,-0.446202398,1,0,2,1,3,2,0,3,2,1,0.6862974215836773
925,44 King's Road,Soho,5,3,1.3678593479754646,-1.616343666,0,0,3,0,0,1,1,0,2,1,0.337379466
926,195 Park Lane,Soho,2,2,1.695292198,0.035620476839723456,1,1,1,1,1,0,0,1,1,1,1.8559298187531184
927,181 Strand,Chelsea,3,1,-0.338238134,-1.203352631,0,0,3,0,0,0,2,2,0,1,-0.122281515
928,188 Fleet Street,Soho,1,3,-0.389938058,-1.616343666,0,1,2,1,2,1,2,3,1,0,-0.071460532
929,39 Fleet Street,Islington,5,1,1.0059598820678541,1.171345825352649,1,0,1,0,3,2,3,1,0,1,-0.201166849
930,179 Bond Street,Marylebone,1,3,0.6785270319609685,1.1369299057007423,1,0,1,1,3,2,2,2,2,1,1.1311673314020152
931,48 Piccadilly Circus,Soho,3,3,-0.596737753,-1.547511827,1,0,3,0,2,1,3,1,1,1,-0.873212821
932,14 Regent Street,Greenwich,2,3,0.1098278712490094,0.13886823579544397,1,0,1,2,3,2,2,1,3,1,-0.674481126
933,186 Camden High Street,Shoreditch,4,2,0.2476943344519086,-0.446202398,0,0,1,0,2,1,1,1,3,0,-0.726061005
934,47 Baker Street,Marylebone,4,3,1.0231931899682165,-0.996857113,0,1,3,2,1,2,1,4,1,2,0.759115003
935,110 Camden High Street,Westminster,4,2,0.9887265741674918,1.1369299057007423,1,0,3,1,1,0,3,4,3,1,2.1449245939292254
936,117 Piccadilly Circus,Marylebone,3,1,1.1093597294700286,-0.687113836,1,0,1,0,0,0,2,2,3,1,0.3404139111366831
937,43 King's Road,Notting Hill,4,1,0.3683274897544454,-0.893609354,1,1,2,2,2,0,0,2,0,1,0.395937317
938,179 King's Road,Shoreditch,2,2,-1.096503682,-1.100104872,1,0,3,2,3,1,1,0,1,0,-1.233357199
939,166 Baker Street,Soho,4,2,-1.699669458,-0.721529756,1,1,2,1,0,2,2,3,3,0,-1.282052819
940,30 Regent Street,Camden,1,2,-0.062505208,0.9992662270931149,1,0,2,0,1,2,0,0,3,2,-0.654760077
941,10 Fleet Street,Greenwich,4,2,1.0404264978685789,-0.30853872,1,1,1,2,2,2,0,4,3,0,-0.182962453
942,155 Oxford Street,Camden,4,3,0.781926879,-0.033211362,0,1,2,0,0,1,0,1,3,0,-0.171585844
943,185 Bond Street,Notting Hill,1,2,1.2644595005732902,1.2745935843083696,1,1,2,2,0,2,2,3,1,1,1.153239022912414
944,17 Park Lane,Camden,4,2,0.5061939529573446,0.9304343877893012,0,0,1,2,2,1,0,2,3,1,0.023656295373677708
945,12 Fleet Street,Camden,2,1,0.48896064505698217,1.3090095039602765,0,0,3,1,3,0,1,0,1,1,0.5383867098793705
946,152 Baker Street,Westminster,3,3,0.5578938766584318,0.20770007509925764,1,1,1,1,2,0,2,4,3,2,1.6329259764912405
947,52 Fleet Street,Westminster,5,3,1.5746590427798133,0.8616025484854876,1,1,2,1,2,1,0,1,1,0,2.841242713644885
948,84 Regent Street,Shoreditch,3,1,0.075361255,0.48302743231451234,0,0,3,0,3,0,3,2,1,1,-0.809497437
949,172 Bond Street,Marylebone,1,2,0.2821609502526334,1.584336861175531,1,0,1,2,3,1,0,1,3,0,0.17202325473485697
950,12 Camden High Street,Marylebone,1,3,0.2821609502526334,-0.549450157,1,0,3,0,2,1,1,4,2,2,-0.205717947
951,143 Piccadilly Circus,Westminster,2,3,1.1955262689718407,0.3797796733587918,1,0,3,0,2,1,1,3,0,1,0.8956479673805422
952,45 Baker Street,Chelsea,1,3,0.7302269556620558,0.20770007509925764,0,0,1,2,3,0,1,2,1,1,1.4008199365860206
953,86 King's Road,Marylebone,5,2,1.5746590427798133,-1.444264068,0,1,1,0,0,2,3,4,3,0,0.6476130815994741
954,96 Fleet Street,Chelsea,1,3,0.5923604924591566,-0.515034238,0,1,1,0,2,0,0,2,3,0,0.6969162729093411
955,91 King's Road,Marylebone,5,3,-1.630736227,-0.549450157,1,1,1,1,0,2,2,1,2,2,-1.155759826
956,101 Strand,Westminster,1,3,0.058127948,-0.170875041,1,0,1,0,1,2,3,3,2,0,-0.005469599
957,7 Strand,Camden,3,2,-0.476104597,1.3090095039602765,0,0,3,0,0,2,3,4,0,0,-0.891417216
958,153 Strand,Marylebone,4,1,1.7125255059827125,-0.23970688,1,0,3,2,0,2,0,4,3,2,1.305246861
959,181 Baker Street,Shoreditch,3,2,0.058127948,-0.033211362,0,0,3,1,1,1,2,3,0,0,-0.179549129
960,90 Piccadilly Circus,Kensington,3,3,0.178761103,1.4810891022198105,0,0,3,2,2,2,0,3,1,1,0.672642987
961,148 Oxford Street,Notting Hill,1,3,-0.217604979,0.13886823579544397,1,0,3,1,0,1,1,0,1,0,0.3995781958184058
962,42 Piccadilly Circus,Notting Hill,5,3,-0.252071595,0.5174433519664192,1,1,1,1,2,0,2,2,3,1,0.363169405
963,145 Piccadilly Circus,Notting Hill,5,1,1.5057258111783638,-0.30853872,1,0,2,1,1,1,0,4,2,1,2.2200177244867962
964,91 King's Road,Camden,2,1,-1.199903529,-0.2741228,1,0,1,2,1,2,1,1,3,2,-1.147796541
965,129 Oxford Street,Shoreditch,4,3,1.557425734879451,0.964850307,0,0,3,0,2,0,3,4,0,0,-0.091940477
966,26 Baker Street,Camden,4,3,-0.407171366,0.7239388698778602,0,0,1,2,3,2,3,0,2,2,-0.603483984
967,129 King's Road,Shoreditch,4,3,-0.562271137,0.8271866288335807,1,1,2,0,0,1,1,0,0,2,-1.118213261
968,64 Camden High Street,Islington,3,3,-0.527804521,-1.409848149,1,1,2,1,3,0,1,4,3,2,-0.469681679
969,63 Bond Street,Westminster,4,1,0.3683274897544454,-1.100104872,0,1,2,0,2,2,0,4,2,2,0.2402897370599216
970,134 Park Lane,Notting Hill,5,3,-1.251603453,-1.203352631,0,1,3,1,1,0,3,3,1,0,-0.692685521
971,110 Oxford Street,Kensington,5,1,1.0059598820678541,-1.616343666,0,1,2,1,3,0,1,1,2,1,2.4020616773536356
972,171 Park Lane,Westminster,5,3,-0.769070832,1.1369299057007423,1,1,3,1,0,2,3,1,1,1,0.055970235
973,96 Regent Street,Soho,5,3,0.45449402925625737,-0.721529756,1,0,1,1,1,2,2,2,2,0,0.7090529156920322
974,63 Baker Street,Notting Hill,1,3,-0.993103834,-1.30660039,0,1,2,0,2,2,0,4,1,1,-0.977888093
975,39 Regent Street,Soho,5,2,1.2472261926729278,-1.30660039,1,0,3,0,0,2,0,2,0,2,0.2630452311682765
976,195 Baker Street,Shoreditch,2,1,0.8853267267653174,1.4466731825679038,0,1,1,0,2,1,3,3,2,0,-0.417344043
977,196 Camden High Street,Shoreditch,5,3,-0.458871289,-1.444264068,0,1,1,0,0,0,0,0,1,2,-1.068151174
978,115 Oxford Street,Kensington,4,3,-0.631204368,0.2765319144030713,1,0,3,2,3,0,0,2,0,2,-0.140183262
979,170 Regent Street,Kensington,2,2,0.2304610265515462,-1.203352631,0,1,1,1,2,0,3,4,2,0,1.4292643042214643
980,22 Park Lane,Westminster,5,3,1.557425734879451,0.7239388698778602,0,0,3,1,0,0,2,3,3,0,2.8207627689473656
981,73 Oxford Street,Kensington,3,1,0.3855607976548078,-1.23776855,0,0,3,0,2,0,3,4,1,0,0.3844071078963656
982,99 Oxford Street,Marylebone,5,2,-1.372236608,-0.102043202,0,0,1,1,1,1,0,2,1,1,-0.899760518
983,125 Oxford Street,Greenwich,2,3,1.1093597294700286,0.13886823579544397,0,1,2,1,2,1,2,4,0,1,0.3404139111366831
984,70 Strand,Notting Hill,4,2,1.5918923506801756,-1.341016309,0,0,3,1,3,0,3,0,3,0,2.3110385631455106
985,72 Oxford Street,Marylebone,5,2,1.0921264215696662,-0.205290961,0,0,1,0,1,1,1,2,3,2,0.32903616408250563
986,19 Fleet Street,Westminster,5,2,-1.130970298,-1.581927747,0,1,3,2,3,1,1,3,1,2,-0.718171675
987,149 Strand,Soho,1,1,-1.165436913,-0.205290961,0,1,1,0,1,0,2,0,2,2,-1.22364743
988,32 Park Lane,Notting Hill,1,2,-0.838004063,-0.23970688,1,0,3,1,2,0,3,3,1,1,-0.255780035
989,167 Regent Street,Shoreditch,5,2,-0.217604979,-0.067627282,0,1,1,2,3,0,0,3,0,0,-0.722722774
990,132 Baker Street,Islington,5,3,-0.872470679,-1.134520791,0,1,2,2,2,2,2,4,2,2,-1.013082878
991,184 Fleet Street,Soho,2,1,1.126593037370391,0.6895229502259533,1,1,3,2,3,1,3,1,2,2,0.6453375321886385
992,52 Piccadilly Circus,Marylebone,3,2,-0.7001376,-0.205290961,1,1,1,1,3,2,2,4,1,2,-0.234162315
993,176 Camden High Street,Camden,2,1,-1.199903529,1.6875846201312517,1,0,1,1,2,1,0,1,1,0,-0.911139403
994,124 King's Road,Kensington,1,2,-0.37270475,0.8960184681373944,1,0,3,2,0,0,0,3,1,2,0.11922937062876822
995,44 Camden High Street,Westminster,1,3,-1.182670221,-1.581927747,1,1,2,2,0,1,3,4,1,2,-0.767323542
996,165 Park Lane,Camden,1,1,-1.458403148,0.035620476839723456,0,0,1,0,3,2,1,1,3,1,-1.45347792
997,99 Camden High Street,Camden,4,1,0.7129936477616934,-0.790361595,0,1,2,2,0,1,2,2,1,1,0.16565057860981217
998,155 Park Lane,Camden,5,2,-0.321004826,-1.616343666,1,0,2,1,3,0,3,2,1,2,-0.156793635
999,145 Baker Street,Kensington,4,2,0.6095938003595189,0.10445231614353713,0,0,1,0,1,2,3,4,3,1,0.5717610553133893
